game_id,game_name,game_yr_pub,min_players,max_players,min_play_time,min_age,avg_rating,complexity,categories,designers,publishers,rank,Puzzle,Card Game
215,Tichu,1991,4,4,60,10,7.5752,2.3383,Card Game,Urs Hostettler,"Fata Morgana Spiele|999 Games|ABACUSSPIELE|Filosofia Éditions|G3|Hobby World|HomoLudicus|Korea Boardgames Co., Ltd.|Playhouse Ltd|Rio Grande Games|Swan Panasia Co., Ltd.|TIKI Editions|uplay.it edizioni|Vennerød Forlag AS",194,0,1
242302,Space Base,2018,2,5,60,14,7.58861,2.1168,Dice|Science Fiction|Space Exploration,John D. Clair,Alderac Entertainment Group|Arclight|Asmodee|Broadway Toys LTD|Edge Entertainment|Lavka Games|Maldito Games,195,0,0
822,Carcassonne,2000,2,5,30,7,7.4171,1.9048,City Building|Medieval|Territory Building,Klaus-Jürgen Wrede,"Hans im Glück|999 Games|Albi|Bard Centrum Gier|Bergsala Enigma (Enigma)|Brain Games|cutia.ro|Devir|Fantasmagoria|Filosofia Éditions|Giochi Uniti|Grow Jogos e Brinquedos|Hobby World|Ísöld ehf.|Kaissa Chess & Games|Korea Boardgames Co., Ltd.|Lautapelit.fi|Midgaard Games|MINDOK|Möbius Games|Monkey Time|NeoTroy Games|Nordic Games ehf|Paper Iyagi|Piatnik|Ponva d.o.o.|Rio Grande Games|Schmidt Spiele|Smart Ltd|Stupor Mundi|SuperHeated Neurons|Swan Panasia Co., Ltd.|Venice Connection|Ventura Games|Z-Man Games",196,0,0
146508,T.I.M.E Stories,2015,2,4,90,12,7.48127,2.5982,Adventure|Mature / Adult|Puzzle|Science Fiction,Peggy Chassenet|Manuel Rozoy,Space Cowboys|ADC Blackfire Entertainment|Asmodee|Asmodee China|Asterion Press|CrowD Games|Delight|Gém Klub Kft.|Hobby Japan|Rebel Sp. z o.o.,197,1,0
9209,Ticket to Ride,2004,2,5,30,8,7.41178,1.842,Trains,Alan R. Moon,"Days of Wonder|ADC Blackfire Entertainment|Asmodee China|Bandai|Bergsala Enigma (Enigma)|Boardgame Space|Edge Entertainment|Galápagos Jogos|Giochi Uniti|Happy Baobab|Hobby World|Korea Boardgames Co., Ltd.|Lautapelit.fi|Nordic Games GmbH|Rebel Sp. z o.o.|Siam Board Games|Swan Panasia Co., Ltd.",198,0,0
209418,Dominion (Second Edition),2016,2,4,30,14,7.8954,2.16,Card Game|Medieval,Donald X. Vaccarino,"Rio Grande Games|999 Games|Conclave Editora|Devir|Games Factory|Giochi Uniti|Hobby Japan|IUVI Games|Korea Boardgames Co., Ltd.",199,0,1
54998,Cyclades,2009,2,5,60,13,7.5173,2.8209,Ancient|City Building|Civilization|Fighting|Miniatures|Mythology|Nautical,Bruno Cathala|Ludovic Maublanc,Matagot|Asmodee|Asterion Press|Bureau de Juegos|CrowD Games|Galápagos Jogos|Kaissa Chess & Games|Lex Games|Rebel Sp. z o.o.|REXhry|Surfin' Meeple China|Tower Tactic Games|Взрослые дети,200,0,0
129437,Legendary: A Marvel Deck Building Game,2012,1,5,30,14,7.55746,2.4375,Card Game|Comic Book / Strip,Devin Low,Upper Deck Entertainment,201,0,1
176189,Zombicide: Black Plague,2015,1,6,60,14,7.65989,2.5,Adventure|Fantasy|Fighting|Horror|Medieval|Miniatures|Zombies,Raphaël Guiton|Jean-Baptiste Lullien|Nicolas Raoult,Cool Mini Or Not|Guillotine Games|ADC Blackfire Entertainment|Arclight|Asterion Press|BoardM Factory|CMON Global Limited|Edge Entertainment|Galápagos Jogos|Hobby World|Portal Games,202,0,0
306735,Under Falling Skies,2020,1,1,20,12,7.87041,2.4658,Dice|Science Fiction,Tomáš Uhlíř,Czech Games Edition|Cranio Creations|Devir|DiceTree Games|HeidelBÄR Games|IELLO|MINDOK|Rebel Sp. z o.o.|White Goblin Games,203,0,0
109276,Kanban: Driver's Edition,2014,2,4,90,12,7.81911,4.3628,Economic|Industry / Manufacturing,Vital Lacerda,Stronghold Games|Giochix.it|Maldito Games|Schwerkraft-Verlag|Sherlock S.A.,204,0,0
7854,YINSH,2003,2,2,30,9,7.70212,2.6805,Abstract Strategy,Kris Burm,"Don & Co.|DiceTree Games|HUCH!|Rebel Sp. z o.o.|Rio Grande Games|Smart Toys and Games, Inc.",205,0,0
194655,Santorini,2016,2,4,20,8,7.42653,1.7303,Abstract Strategy|Ancient|Mythology,Gord!,"Roxley|Galápagos Jogos|Korea Boardgames Co., Ltd.|Spin Master Ltd.",206,0,0
188834,Secret Hitler,2016,5,10,45,13,7.53809,1.6753,Bluffing|Card Game|Deduction|Humor|Party Game|Political|Print & Play|Spies/Secret Agents,Mike Boxleiter|Tommy Maranges|Max Temkin,Goat Wolf & Cabbage|(Self-Published)|Print & Play Productions,207,0,1
283355,Dune,2019,2,6,120,14,8.0616,3.9664,Bluffing|Fighting|Negotiation|Novel-based|Political|Science Fiction|Wargame,Bill Eberle|Jack Kittredge|Peter Olotka,"Gale Force Nine, LLC",208,0,0
156129,Deception: Murder in Hong Kong,2014,4,12,20,14,7.485,1.5872,Bluffing|Deduction|Murder/Mystery|Party Game,Tobey Ho,Jolly Thinkers|Across the Board|Angry Lion Games|Do it games|Gém Klub Kft.|Grey Fox Games|IELLO|Lifestyle Boardgames Ltd|Lucrum Games|Popcorn Games|sternenschimmermeer|Sunnygeeks|SuperHeated Neurons,209,0,0
169426,Roll Player,2016,1,4,60,10,7.50378,2.413,Dice|Fantasy,Keith Matejka,Thunderworks Games|Arclight|Banana Games|CrowD Games|Gen-X Games|Intrafin Games|Ludofy Creative|Mandoo Games|Ogry Games|Pegasus Spiele|Raven Distribution|REXhry,210,0,0
232832,Century: Golem Edition,2017,2,5,30,8,7.67247,1.6825,Card Game|Economic|Fantasy,Emerson Matsuuchi,Plan B Games|Arclight|Boardgame Space|Cube Factory of Ideas|Tower Tactic Games,211,0,1
9216,Goa,2004,2,4,90,12,7.57428,3.3731,Economic|Farming|Nautical|Renaissance,Rüdiger Dorn,Hans im Glück|999 Games|Asterion Press|Filosofia Éditions|HomoLudicus|Lacerta|Lookout Games|Rio Grande Games|Z-Man Games,212,0,0
555,The Princes of Florence,2000,2,5,75,12,7.52419,3.247,City Building|Renaissance,Wolfgang Kramer|Richard Ulrich|Jens Christopher Ulrich,"alea|Ravensburger|uplay.it edizioni|Excalibur (Board Game)|Korea Boardgames Co., Ltd.|Lacerta|Nexus Editrice|Pro Ludo|Quined Games|Quined White Goblin Games|Rio Grande Games|Wargames Club Publishing|Ystari Games",213,0,0
318977,MicroMacro: Crime City,2020,1,4,15,12,7.68546,1.1281,Deduction|Murder/Mystery,Johannes Sich,Edition Spielwiese|Artipia Games|Blackrock Games|Brain Games|Galápagos Jogos|Hobby Japan|Lautapelit.fi|Lifestyle Boardgames Ltd|Lucky Duck Games|Mandoo Games|MINDOK|MS Edizioni|Nova Era (Нова Ера)|Oxygame|Pegasus Spiele|Rawstone|Reflexshop|SD Games|Spilaborg hf.|Vennerød Forlag AS|White Goblin Games,214,0,0
192291,Sushi Go Party!,2016,2,8,20,8,7.43977,1.3067,Card Game|Party Game,Phil Walker-Harding,"Gamewright|AURUM, Inc.|Cocktail Games|Devir|Hemz Universal Games Co. Ltd.|Rebel Sp. z o.o.|Reflexshop|uplay.it edizioni|White Goblin Games|Zoch Verlag",215,0,1
158600,Hanamikoji,2013,2,2,15,10,7.52649,1.719,Card Game|Medieval|Video Game Theme,Kota Nakayama (中山 宏太),EmperorS4|Takamagahara|2Tomatoes Games|COLON ARC|Deep Water Games|Diversion (دایورژن)|IELLO|KOSMOS|Ludicus|MS Edizioni|Nasza Księgarnia|PopcornEdu|Quick Simple Fun Games|Reflexshop|White Goblin Games|Zvezda,216,0,1
155068,Arcadia Quest,2014,2,4,60,13,7.66843,2.5299,Adventure|Exploration|Fantasy|Fighting|Miniatures,Thiago Aranha|Guilherme Goulart|Eric M. Lang|Fred Perret,Cool Mini Or Not|Spaghetti Western Games|Asmodee|Asterion Press|BoardM Factory|CMON Global Limited|Edge Entertainment|Galápagos Jogos,217,0,0
199478,Flamme Rouge,2016,2,4,30,8,7.53104,1.6925,Racing|Sports,Asger Harding Granerud,Lautapelit.fi|Conclave Editora|Devir|FoxGames|Gigamic|HOT Games|Lavka Games|MESAboardgames|Pegasus Spiele|Playagame Edizioni|Reflexshop|Stronghold Games,218,0,0
271055,Dwellings of Eldervale,2020,1,5,60,14,8.27109,3.2278,Fantasy,Luke Laurie,Breaking Games,219,0,0
198994,Hero Realms,2016,2,4,20,12,7.56797,1.8932,Card Game|Fantasy|Fighting,Robert Dougherty|Darwin Kastle,Wise Wizard Games|ADC Blackfire Entertainment|ADC Blackfire Entertainment GmbH|Devir|Games Factory|Games Factory Publishing|Hobby World|IELLO|IUVI Games,220,0,1
31481,Galaxy Trucker,2007,2,4,60,10,7.38199,2.327,Real-time|Science Fiction|Space Exploration|Transportation,Vlaada Chvátil,Czech Games Edition|Albi|Asmodee|Devir|Heidelberger Spieleverlag|HomoLudicus|IELLO|Lex Games|Magellan|One Moment Games|Playgo Hungary|Quined White Goblin Games|Rebel Sp. z o.o.|Red Glove|REXhry|Rio Grande Games,221,0,0
20551,Shogun,2006,3,5,90,12,7.5317,3.3706,Economic|Medieval|Territory Building,Dirk Henn,"Queen Games|Bergsala Enigma (Enigma)|G3|Korea Boardgames Co., Ltd.|M-Ágnes|Rebel Sp. z o.o.",222,0,0
176494,Isle of Skye: From Chieftain to King,2015,2,5,30,8,7.41626,2.2426,Economic|Territory Building,Andreas Pelikan|Alexander Pfister,Lookout Games|999 Games|Albi|Compaya.hu: Gamer Café Kft.|Funforge|GoKids 玩樂小子|Hobby Japan|Hobby World|Kaissa Chess & Games|Lacerta|Ludicus|Mayfair Games|PaperGames (III)|SD Games|uplay.it edizioni|Zhiyanjia,223,0,0
293014,Nidavellir,2020,2,5,45,10,7.70806,2.1412,Fantasy|Mythology,Serge Laget,GRRRE Games|Blackrock Games|Evrikus|Fantasmagoria|Galakta|Hachette Boardgames|Lautapelit.fi|Maldito Games|Mandoo Games|Pegasus Spiele|Reflexshop|Studio Supernova|TLAMA games|VR Distribution|White Goblin Games,224,0,0
118,Modern Art,1992,3,5,45,10,7.44836,2.2985,Card Game|Economic,Reiner Knizia,"Hans im Glück|Arrakis Games|Asmodee Italia|CMON Global Limited|DiceTree Games|Drosselmeyer & Co. Ltd.|Galápagos Jogos|GeGe Co. Ltd.|Kaissa Chess & Games|Land of Beautiful Mind (سرزمین ذهن زیبا)|Lautapelit.fi|Lavka Games|Matagot|Mayfair Games|New Games Order, LLC|Odysseia Jogos|Oink Games|Pegasus Spiele|Phantasia Co., Ltd|Rebel Sp. z o.o.|Wargames Club Publishing",225,0,1
128621,Viticulture,2013,2,6,90,13,7.54986,2.9304,Economic|Farming,Jamey Stegmaier|Alan Stone,Stonemaier Games|One Moment Games,226,0,0
27833,Steam,2009,3,5,90,10,7.57336,3.4564,Economic|Trains|Transportation,Martin Wallace,"Mayfair Games|Devir|Edge Entertainment|Hobby World|Phalanx Games B.V.|Phalanx Games Deutschland|Phalanx Games Polska|Swan Panasia Co., Ltd.",227,0,0
421,1830: Railways & Robber Barons,1986,2,7,180,14,7.86645,4.16,Economic|Trains|Transportation,Francis Tresham,The Avalon Hill Game Co|Lookout Games|999 Games|Game Harbor|Mayfair Games|Stratelibri,228,0,0
19857,Glory to Rome,2005,2,5,60,12,7.48786,2.9259,Ancient|Card Game|City Building|Economic,Ed Carter|Carl Chudyk,Cambridge Games Factory|Boat City|Compaya.hu: Gamer Café Kft.|Filosofia Éditions|HomoLudicus|Lookout Games|uplay.it edizioni,229,0,1
27708,1960: The Making of the President,2007,2,2,90,12,7.62353,3.2029,Political,Christian Leonhard|Jason Matthews,GMT Games|Z-Man Games|Filosofia Éditions|Gabinete Lúdico,230,0,0
241451,Aeon's End: Legacy,2019,1,4,45,14,8.1349,2.8421,Card Game|Fantasy|Science Fiction,Nick Little (I)|Kevin Riley,Indie Boards & Cards|Gém Klub Kft.|Matagot|Portal Games|SD Games,231,0,1
140620,Lewis & Clark: The Expedition,2013,1,5,120,14,7.47954,3.3385,American West|Exploration,Cédrick Chaboussit,Ludonaute|Asmodee|Asterion Press|EVA GAMES|GateOnGames|Heidelberger Spieleverlag|Hunter & Cron|Maldito Games|MeepleBR|Rebel Sp. z o.o.|REXhry,232,0,0
328871,Terraforming Mars: Ares Expedition,2021,1,4,45,14,7.77011,2.9029,Card Game|Science Fiction,Sydney Engelstein|Jacob Fryxelius|Nick Little (I),"FryxGames|Stronghold Games|Board Game Rookie|Ghenos Games|Intrafin Games|Kilogames|Korea Boardgames Co., Ltd.|Lavka Games|Lex Games|Maldito Games|MeepleBR|MINDOK|Pridemage Games|Rebel Sp. z o.o.|Reflexshop|Schwerkraft-Verlag|Surfin' Meeple China",233,0,1
228341,Pulsar 2849,2017,2,4,60,14,7.70137,3.346,Dice|Science Fiction|Space Exploration,Vladimír Suchý,Czech Games Edition|Asmodee|Cranio Creations|Devir|DiceTree Games|IELLO|Lex Games|One Moment Games|Rebel Sp. z o.o.,234,0,0
3,Samurai,1998,2,4,30,10,7.45731,2.4849,Abstract Strategy|Medieval,Reiner Knizia,"Fantasy Flight Games|Hans im Glück|999 Games|ABACUSSPIELE|Astrel Games|Ceilikan Jogos|Descartes Editeur|Edge Entertainment|Galakta|Hobby Japan|Korea Boardgames Co., Ltd.|Lacerta|Lautapelit.fi|Rio Grande Games|Skandinavisk  Spil Kompagni|Smart Ltd|Wargames Club Publishing",235,0,0
127060,Bora Bora,2013,2,4,60,12,7.56697,3.7378,Dice,Stefan Feld,alea|Ravensburger,236,0,0
269207,The Taverns of Tiefenthal,2019,2,4,60,12,7.61129,2.6982,Card Game|Dice|Medieval,Wolfgang Warsch,"Schmidt Spiele|999 Games|Arclight|CMYK|Compaya.hu: Gamer Café Kft.|Devir|G3|Korea Boardgames Co., Ltd.|Lavka Games|North Star Games|YellowBOX",237,0,1
204583,Kingdomino,2016,2,4,15,8,7.34431,1.2164,City Building|Medieval|Territory Building,Bruno Cathala,"Blue Orange (EU)|Blue Orange Games|Brädspel.se|Buró|Coiledspring Games|Fantasmagoria|Feelindigo|FoxGames|FoxMind Israel|Games Factory Publishing|Gém Klub Kft.|Le Grand Massif|Happy Baobab|KADABRA|Kaissa Chess & Games|Lautapelit.fi|Lifestyle Boardgames Ltd|MINDOK|Oliphante|PaperGames (III)|Pegasus Spiele|Pridemage Games|Swan Panasia Co., Ltd.|White Goblin Games|テンデイズゲームズ(TendaysGames)",238,0,0
235802,Too Many Bones: Undertow,2018,1,2,60,12,8.72872,4.0215,Adventure|Dice|Fantasy|Fighting,Adam Carlson|Josh J. Carlson,Chip Theory Games|Gameland 游戏大陆,239,0,0
155873,Power Grid Deluxe: Europe/North America,2014,2,6,120,12,7.98577,3.194,Economic|Industry / Manufacturing,Friedemann Friese,2F-Spiele|999 Games|Arclight|Edge Entertainment|Giochi Uniti|Ideal Board Games|Lautapelit.fi|Rio Grande Games,240,0,0
108745,Seasons,2012,2,4,60,14,7.38875,2.7743,Card Game|Fantasy,Régis Bonnessée,"Libellud|Asmodee|Asmodee China|Asmodee Italia|Asterion Press|CrowD Games|Gém Klub Kft.|Hobby Japan|Rebel Sp. z o.o.|sternenschimmermeer|Swan Panasia Co., Ltd.",241,0,1
92828,Dixit: Odyssey,2011,3,12,30,8,7.43649,1.1815,Card Game|Humor|Party Game,Jean-Louis Roubira,"Libellud|ADC Blackfire Entertainment|Asmodee|Asterion Press|Galápagos Jogos|Gém Klub Kft.|hobbity.eu|KADABRA|Kaissa Chess & Games|Lanlalen|Lautapelit.fi|Lifestyle Boardgames Ltd|Rebel Sp. z o.o.|Swan Panasia Co., Ltd.",242,0,1
24181,Imperial,2006,2,6,120,13,7.60563,3.566,Economic|Nautical|Political,Mac Gerdts,PD-Verlag|eggertspiele|Rio Grande Games,243,0,0
295486,My City,2020,2,4,30,10,7.80667,2.0323,City Building,Reiner Knizia,"KOSMOS|999 Games|Brädspel.se|Devir|Galakta|Giochi Uniti|IELLO|Kaissa Chess & Games|Korea Boardgames Co., Ltd.|Lautapelit.fi|Piatnik|Zvezda",244,0,0
271896,Star Wars: Outer Rim,2019,1,4,120,14,7.68884,2.4907,Adventure|Exploration|Movies / TV / Radio theme|Science Fiction|Space Exploration,Corey Konieczka|Tony Fanchi,Fantasy Flight Games|ADC Blackfire Entertainment|Asmodee|Asmodee Italia|Delta Vision Publishing|Edge Entertainment|Galápagos Jogos|Hobby World|Rebel Sp. z o.o.,245,0,0
144344,Rococo,2013,2,5,60,12,7.59042,3.0911,Age of Reason|Economic,Matthias Cramer|Stefan Malz|Louis Malz,eggertspiele|Arclight|Delta Vision Publishing|Eagle-Gryphon Games|Filosofia Éditions|hobbity.eu|Pegasus Spiele|White Goblin Games|Zvezda,246,0,0
274637,"Unmatched: Battle of Legends, Volume One",2019,2,4,20,9,7.90452,1.8952,Card Game|Fantasy|Fighting|Miniatures|Mythology|Novel-based,Rob Daviau|Justin D. Jacobson,Mondo Games|Restoration Games|Albi|Fantasmagoria|GaGa Games|Geekach Games|Hobby Japan|IELLO|Lucky 6ix|Mancalamaro|Ogry Games|Reflexshop|TCG Factory|White Goblin Games|YOKA Games,247,0,1
97207,Dungeon Petz,2011,2,4,90,13,7.442,3.6219,Animals|Fantasy|Humor,Vlaada Chvátil,Czech Games Edition|GaGa Games|Heidelberger Spieleverlag|HomoLudicus|IELLO|MINDOK|One Moment Games|Rebel Sp. z o.o.|Z-Man Games,248,0,0
286096,Tapestry,2019,1,5,90,12,7.45494,2.9024,Civilization,Jamey Stegmaier,Stonemaier Games|999 Games|Albi|Angry Lion Games|Arclight|Delta Vision Publishing|Feuerland Spiele|Ghenos Games|Lavka Games|Ludofy Creative|Maldito Games|Matagot|PHALANX|Surfin' Meeple,249,0,0
760,Battle Line,2000,2,2,30,12,7.41426,1.8993,Ancient|Card Game|Deduction,Reiner Knizia,"GMT Games|Chrononauts Games|Lavka Games|NeoTroy Games|Roland's Revenge Games|Swan Panasia Co., Ltd.|Wargames Club Publishing",250,0,1
165722,KLASK,2014,2,2,10,8,7.64877,1.0803,Action / Dexterity|Real-time,Mikkel Bertelsen,"Klask ApS|Big Potato|Boardgame Space|Brain Games|CLD Distributing|Competo / Marektoy|Dino Toys s. r. o.|FantasTies|FoxMind|G3|Game Factory|Gigamic|InterHit|Korea Boardgames Co., Ltd.|Lord of Boards|MEBO Games|Reflexshop|VR Distribution",251,0,0
232405,Western Legends,2018,2,6,60,14,7.62889,2.799,Adventure|American West,Hervé Lemaître,Kolossal Games|Board Game Box|Conclave Editora|Funiverse|Gém Klub Kft.|Lavka Games|Maldito Games|Matagot|MINDOK|MS Edizioni|Surfin' Meeple China,252,0,0
181279,Fury of Dracula (Third/Fourth Edition),2015,2,5,120,14,7.48911,3.2516,Adventure|Deduction|Fighting|Horror|Novel-based,Frank Brooks|Stephen Hand|Kevin Wilson,Fantasy Flight Games|ADC Blackfire Entertainment|Arclight|Edge Entertainment|Galakta|Galápagos Jogos|Game Harbor|Games Workshop Ltd.|Giochi Uniti|Heidelberger Spieleverlag|Hobby World|WizKids (I),253,0,0
22545,Age of Empires III: The Age of Discovery,2007,2,5,90,10,7.52904,3.126,Civilization|Exploration|Renaissance|Video Game Theme,Glenn Drover,Tropical Games|ADC Blackfire Entertainment|Edge Entertainment|Idea Edizioni|Mass Games|Microsoft Game Studios|Pro Ludo|Quined White Goblin Games|Smart Ltd|Ubik,254,0,0
176734,The Manhattan Project: Energy Empire,2016,1,5,60,13,7.77752,3.0408,Civilization|Dice|Economic|Environmental|Industry / Manufacturing,Tom Jolly|Luke Laurie,Minion Games|Do it games|Playfun Games,255,0,0
154203,Imperial Settlers,2014,1,4,45,10,7.36632,2.7701,Ancient|Card Game|City Building|Civilization,Ignacy Trzewiczek,"Portal Games|Arclight|Edge Entertainment|FunBox Jogos|Gém Klub Kft.|MYBG Co., Ltd.|Pegasus Spiele|Pendragon Game Studio|REXhry|White Goblin Games|Zvezda",256,0,1
38453,Space Alert,2008,1,5,30,12,7.42026,2.9648,Electronic|Real-time|Science Fiction|Space Exploration,Vlaada Chvátil,"Czech Games Edition|Asmodee|Devir|Heidelberger Spieleverlag|HomoLudicus|IELLO|Magellan|New Games Order, LLC|One Moment Games|Quined White Goblin Games|Rebel Sp. z o.o.|Red Glove|REXhry|Rio Grande Games",257,0,0
66589,Navegador,2010,2,5,60,12,7.54439,3.0942,Economic|Exploration|Nautical|Renaissance,Mac Gerdts,PD-Verlag|Cranio Creations|Ediciones MasQueOca|The Game Master BV|Rio Grande Games|Ystari Games,258,0,0
223040,Fantasy Realms,2017,2,6,20,14,7.56338,1.7421,Card Game|Fantasy,Bruce Glassco,"WizKids (I)|BoardM Factory|Broadway Toys LTD|Delta Vision Publishing|Don't Panic Games|Feelindigo|Korea Boardgames Co., Ltd.|Lavka Games|Looping Games|Rebel Sp. z o.o.|REXhry|Strohmann Games",259,0,1
224783,Vindication,2018,2,5,45,14,7.82265,3.0573,Fantasy,Marc Neidlinger,"Orange Nebula, LLC",260,0,0
2655,Hive,2000,2,2,20,9,7.32307,2.3233,Abstract Strategy|Animals,John Yianni,Gen42 Games|Asmodee|Crómola|G3|Ghenos Games|Gigamic|HUCH!|Jolly Thinkers|Ludicus|Magellan|Oficina do Aprendiz|Productief BV|Reflexshop|Smart Zone Games|Tantrix UK Ltd.|uplay.it edizioni|Vendetta|Wargames Club Publishing|Zhiyanjia,261,0,0
206718,Ethnos,2017,2,6,45,14,7.47356,2.0338,Fantasy,Paolo Mori,Asterion Press|BoardM Factory|CMON Global Limited|Conclave Editora|Delta Vision Publishing|Edge Entertainment|Lavka Games|Portal Games|REXhry|Spaghetti Western Games|Нескучные игры|株式会社ケンビル (KenBill),262,0,0
19777,Indonesia,2005,2,5,180,14,7.87127,3.9741,Economic|Industry / Manufacturing|Transportation,Jeroen Doumen|Joris Wiersinga,Splotter Spellen,263,0,0
93260,Summoner Wars: Master Set,2011,2,4,30,9,7.5013,2.5114,Card Game|Fantasy|Fighting,Colby Dauch,Plaid Hat Games|Cube Factory of Ideas|Filosofia Éditions|Galápagos Jogos|MINDOK|Raven Distribution,264,0,1
222509,Lords of Hellas,2018,1,4,60,14,7.77379,3.3365,Ancient|Miniatures|Mythology|Territory Building,Adam Kwapiński,Awaken Realms|Albi|Asmodee|Delta Vision Publishing|Edge Entertainment|Hobby World|Lavka Games|PHALANX,265,0,0
193037,Dead of Winter: The Long Night,2016,2,5,60,14,7.60385,3.3684,Bluffing|Deduction|Horror|Mature / Adult|Science Fiction|Zombies,Jonathan Gilmour|Isaac Vega,Plaid Hat Games|Arclight|CrowD Games|Cube Factory of Ideas|Edge Entertainment|Filosofia Éditions|Galápagos Jogos|Game Harbor|Heidelberger Spieleverlag|MINDOK|Raven Distribution,266,0,0
300531,Paleo,2020,1,4,45,10,7.82933,2.6243,Card Game|Exploration|Prehistoric,Peter Rustemeyer,"Hans im Glück|999 Games|Arclight|Devir|Giochi Uniti|Hobby World|Korea Boardgames Co., Ltd.|Lucky Duck Games|Oxygame|Swan Panasia Co., Ltd.|Z-Man Games",267,0,1
203420,Exit: The Game – The Abandoned Cabin,2016,1,6,60,12,7.48689,2.5425,Deduction|Puzzle|Real-time,Inka Brand|Markus Brand,"KOSMOS|999 Games|Brädspel.se|Brain Games|Devir|Dino Toys s. r. o.|Galakta|Giochi Uniti|Group SNE|HaKubia|IELLO|Kaissa Chess & Games|Korea Boardgames Co., Ltd.|Lautapelit.fi|Piatnik|Zvezda",268,1,0
160477,Onitama,2014,2,2,15,10,7.38284,1.6817,Abstract Strategy,Shimpei Sato,conception|Arcane Wonders|DICE TOWER ESSENTIALS|Igiari|Maldito Games|minimalGames|Pegasus Spiele|Raven Distribution,269,0,0
59294,Runewars,2010,2,4,180,14,7.62617,3.7915,Adventure|Fantasy|Fighting|Wargame,Corey Konieczka,Fantasy Flight Games|Edge Entertainment|Galakta|Giochi Uniti|Heidelberger Spieleverlag|Stupor Mundi|Wargames Club Publishing,270,0,0
48726,Alien Frontiers,2010,2,4,90,13,7.39179,2.57,Dice|Science Fiction,Tory Niemann,Clever Mojo Games|Game Salute|Hobby World|LocWorks,271,0,0
54138,Imperial 2030,2009,2,6,120,12,7.67281,3.5054,Economic|Nautical|Political,Mac Gerdts,PD-Verlag|Cranio Creations|Egmont Polska|The Game Master BV|Hobby World|Pensamento Coletivo|Rio Grande Games|Wargames Club Publishing,272,0,0
246784,Cryptid,2018,3,5,30,10,7.4959,2.22,Deduction,Hal Duncan|Ruth Veevers,Osprey Games|17wanzy (Yihu BG)|Do it games|Fabrika Igr|Jelly Jelly Games|Ludofy Creative|Origames|Playagame Edizioni|Skellig Games|sternenschimmermeer,273,0,0
13122,Antiquity,2004,2,4,120,14,7.87867,4.3099,City Building|Civilization|Economic|Environmental|Medieval,Jeroen Doumen|Joris Wiersinga,Splotter Spellen,274,0,0
294484,Unmatched: Cobble & Fog,2020,2,4,20,9,8.21565,1.9608,Card Game|Fantasy|Fighting|Horror|Miniatures|Novel-based,Rob Daviau|Justin D. Jacobson|Chris Leder|Kevin Rodgers,Mondo Games|Restoration Games|Albi|Fantasmagoria|GaGa Games|Geekach Games|IELLO|Mancalamaro|Mandoo Games|Ogry Games|Reflexshop|TCG Factory|White Goblin Games|YOKA Games,275,0,1
187617,Nemo's War (Second Edition),2017,1,4,60,13,7.90588,3.1809,Adventure|Exploration|Nautical|Novel-based|Science Fiction|Travel|Wargame,Chris Taylor (I),Victory Point Games|Arclight|Frosted Games|Galakta|Game Salute|Maldito Games|YOKA Games,276,0,0
46213,Telestrations,2009,4,8,30,12,7.39584,1.0765,Humor|Party Game|Real-time,(Uncredited),"Användbart Litet Företag|Asmodee Italia|Broadway Toys LTD|Competo / Marektoy|Crown & Andrews Ltd.|Desyllas Games|Goliath Games|Ideal|Korea Boardgames Co., Ltd.|Magellan|MESAboardgames|The Op|Plasto|Randolph|Rebel Sp. z o.o.|Siam Board Games|WOW! What a World of Entertainment AB|テンデイズゲームズ(TendaysGames)",277,0,0
146439,BattleLore: Second Edition,2013,2,2,45,14,7.71011,2.7021,Fantasy|Miniatures|Wargame,Richard Borg|Robert A. Kouba,Fantasy Flight Games|Edge Entertainment|Giochi Uniti|Heidelberger Spieleverlag|Hobby World|Wargames Club Publishing,278,0,0
172081,Burgle Bros.,2015,1,4,45,12,7.50114,2.3162,Exploration|Maze|Spies/Secret Agents,Tim Fowers,Fowers Games|(Self-Published)|(Web published)|2Tomatoes Games|Choo Choo Games|NizaGams|Reflexshop,279,0,0
139976,Cthulhu Wars,2015,2,4,90,14,7.89068,3.15,Fantasy|Fighting|Horror|Miniatures,Sandy Petersen|Lincoln Petersen,Petersen Games|Arclight|BoardM Factory|Fabrika Igr|Green Eye Games|Last Level|Pegasus Spiele,280,0,0
209685,Century: Spice Road,2017,2,5,30,8,7.34781,1.7829,Card Game|Economic|Medieval,Emerson Matsuuchi,Plan B Games|ABACUSSPIELE|Arclight|Asmodee|Bergsala Enigma (Enigma)|Broadway Toys LTD|Cube Factory of Ideas|Devir|Edinorog|Esdevium|Ideal Board Games|Mandoo Games|Ninive Games|Piatnik,281,0,1
227224,The Red Cathedral,2020,1,4,80,10,7.83806,2.803,Dice|Economic,Isra C.|Shei S.,Devir|Asmodee Korea|Banana Games|Hobby Game Mall|IELLO|KOSMOS|Portal Games|Reflexshop,282,0,0
234,Hannibal: Rome vs. Carthage,1996,2,2,40,12,7.79988,3.4467,Ancient|Political|Wargame,Mark Simonitch,"Valley Games, Inc.|The Avalon Hill Game Co|Descartes Editeur|Smart Ltd",283,0,0
